Price,Maintenance Cost,Doors,Persons,Luggage Boot,Security,Acceptablity
40400,low,2,more,med,med,unacc
50000,low,2,more,med,high,acc
31200,low,2,more,big,low,unacc
40800,low,2,more,big,med,acc
50000,low,2,more,big,high,acc
31200,low,3,2,small,low,unacc
40800,low,3,2,small,med,unacc
50000,low,3,2,small,high,unacc
31600,low,3,2,med,low,unacc
40800,low,3,2,med,med,unacc
50000,low,3,2,med,high,unacc
31600,low,3,2,big,low,unacc
40800,low,3,2,big,med,unacc
50000,low,3,2,big,high,unacc
31600,low,3,4,small,low,unacc
40800,low,3,4,small,med,unacc
50400,low,3,4,small,high,acc
31600,low,3,4,med,low,unacc
40800,low,3,4,med,med,unacc
50400,low,3,4,med,high,acc
31600,low,3,4,big,low,unacc
41200,low,3,4,big,med,acc
50400,low,3,4,big,high,acc
31600,low,3,more,small,low,unacc
41200,low,3,more,small,med,unacc
50400,low,3,more,small,high,acc
32000,low,3,more,med,low,unacc
41200,low,3,more,med,med,acc
50400,low,3,more,med,high,acc
32000,low,3,more,big,low,unacc
41200,low,3,more,big,med,acc
50400,low,3,more,big,high,acc
32000,low,4,2,small,low,unacc
41200,low,4,2,small,med,unacc
50800,low,4,2,small,high,unacc
32000,low,4,2,med,low,unacc
41200,low,4,2,med,med,unacc
50800,low,4,2,med,high,unacc
32000,low,4,2,big,low,unacc
41600,low,4,2,big,med,unacc
50800,low,4,2,big,high,unacc
32000,low,4,4,small,low,unacc
41600,low,4,4,small,med,unacc
50800,low,4,4,small,high,acc
32400,low,4,4,med,low,unacc
41600,low,4,4,med,med,acc
50800,low,4,4,med,high,acc
32400,low,4,4,big,low,unacc
41600,low,4,4,big,med,acc
50800,low,4,4,big,high,acc
32400,low,4,more,small,low,unacc
41600,low,4,more,small,med,unacc
51200,low,4,more,small,high,acc
32400,low,4,more,med,low,unacc
41600,low,4,more,med,med,acc
51200,low,4,more,med,high,acc
32400,low,4,more,big,low,unacc
42000,low,4,more,big,med,acc
51200,low,4,more,big,high,acc
32400,low,5more,2,small,low,unacc
42000,low,5more,2,small,med,unacc
51200,low,5more,2,small,high,unacc
32800,low,5more,2,med,low,unacc
42000,low,5more,2,med,med,unacc
51200,low,5more,2,med,high,unacc
32800,low,5more,2,big,low,unacc
42000,low,5more,2,big,med,unacc
51200,low,5more,2,big,high,unacc
32800,low,5more,4,small,low,unacc
42000,low,5more,4,small,med,unacc
51600,low,5more,4,small,high,acc
32800,low,5more,4,med,low,unacc
42000,low,5more,4,med,med,acc
51600,low,5more,4,med,high,acc
32800,low,5more,4,big,low,unacc
42400,low,5more,4,big,med,acc
51600,low,5more,4,big,high,acc
32800,low,5more,more,small,low,unacc
42400,low,5more,more,small,med,unacc
51600,low,5more,more,small,high,acc
33200,low,5more,more,med,low,unacc
42400,low,5more,more,med,med,acc
51600,low,5more,more,med,high,acc
33200,low,5more,more,big,low,unacc
42400,low,5more,more,big,med,acc
51600,low,5more,more,big,high,acc
10000,vhigh,2,2,small,low,unacc
14600,vhigh,2,2,small,med,unacc
19200,vhigh,2,2,small,high,unacc
10000,vhigh,2,2,med,low,unacc
14600,vhigh,2,2,med,med,unacc
19200,vhigh,2,2,med,high,unacc
10000,vhigh,2,2,big,low,unacc
14600,vhigh,2,2,big,med,unacc
19200,vhigh,2,2,big,high,unacc
10000,vhigh,2,4,small,low,unacc
14600,vhigh,2,4,small,med,unacc
19400,vhigh,2,4,small,high,acc
10000,vhigh,2,4,med,low,unacc
14600,vhigh,2,4,med,med,unacc
19400,vhigh,2,4,med,high,acc
10000,vhigh,2,4,big,low,unacc
14800,vhigh,2,4,big,med,acc
19400,vhigh,2,4,big,high,acc
10000,vhigh,2,more,small,low,unacc
14800,vhigh,2,more,small,med,unacc
19400,vhigh,2,more,small,high,unacc
10200,vhigh,2,more,med,low,unacc
14800,vhigh,2,more,med,med,unacc
19400,vhigh,2,more,med,high,acc
10200,vhigh,2,more,big,low,unacc
14800,vhigh,2,more,big,med,acc
19400,vhigh,2,more,big,high,acc
10200,vhigh,3,2,small,low,unacc
14800,vhigh,3,2,small,med,unacc
19600,vhigh,3,2,small,high,unacc
10200,vhigh,3,2,med,low,unacc
14800,vhigh,3,2,med,med,unacc
19600,vhigh,3,2,med,high,unacc
10200,vhigh,3,2,big,low,unacc
15000,vhigh,3,2,big,med,unacc
19600,vhigh,3,2,big,high,unacc
10200,vhigh,3,4,small,low,unacc
15000,vhigh,3,4,small,med,unacc
19600,vhigh,3,4,small,high,acc
10400,vhigh,3,4,med,low,unacc
15000,vhigh,3,4,med,med,unacc
19600,vhigh,3,4,med,high,acc
10400,vhigh,3,4,big,low,unacc
15000,vhigh,3,4,big,med,acc
19600,vhigh,3,4,big,high,acc
10400,vhigh,3,more,small,low,unacc
15000,vhigh,3,more,small,med,unacc
19800,vhigh,3,more,small,high,acc
10400,vhigh,3,more,med,low,unacc
15000,vhigh,3,more,med,med,acc
19800,vhigh,3,more,med,high,acc
10400,vhigh,3,more,big,low,unacc
15200,vhigh,3,more,big,med,acc
19800,vhigh,3,more,big,high,acc
10400,vhigh,4,2,small,low,unacc
15200,vhigh,4,2,small,med,unacc
19800,vhigh,4,2,small,high,unacc
10600,vhigh,4,2,med,low,unacc
15200,vhigh,4,2,med,med,unacc
19800,vhigh,4,2,med,high,unacc
10600,vhigh,4,2,big,low,unacc
15200,vhigh,4,2,big,med,unacc
19800,vhigh,4,2,big,high,unacc
10600,vhigh,4,4,small,low,unacc
15200,vhigh,4,4,small,med,unacc
20000,vhigh,4,4,small,high,acc
10600,vhigh,4,4,med,low,unacc
15200,vhigh,4,4,med,med,acc
20000,vhigh,4,4,med,high,acc
10600,vhigh,4,4,big,low,unacc
15400,vhigh,4,4,big,med,acc
20000,vhigh,4,4,big,high,acc
10600,vhigh,4,more,small,low,unacc
15400,vhigh,4,more,small,med,unacc
20000,vhigh,4,more,small,high,acc
10800,vhigh,4,more,med,low,unacc
15400,vhigh,4,more,med,med,acc
20000,vhigh,4,more,med,high,acc
10800,vhigh,4,more,big,low,unacc
15400,vhigh,4,more,big,med,acc
20000,vhigh,4,more,big,high,acc
10800,vhigh,5more,2,small,low,unacc
15400,vhigh,5more,2,small,med,unacc
20200,vhigh,5more,2,small,high,unacc
10800,vhigh,5more,2,med,low,unacc
15400,vhigh,5more,2,med,med,unacc
20200,vhigh,5more,2,med,high,unacc
10800,vhigh,5more,2,big,low,unacc
15600,vhigh,5more,2,big,med,unacc
20200,vhigh,5more,2,big,high,unacc
10800,vhigh,5more,4,small,low,unacc
15600,vhigh,5more,4,small,med,unacc
20200,vhigh,5more,4,small,high,acc
11000,vhigh,5more,4,med,low,unacc
15600,vhigh,5more,4,med,med,acc
20200,vhigh,5more,4,med,high,acc
11000,vhigh,5more,4,big,low,unacc
15600,vhigh,5more,4,big,med,acc
20200,vhigh,5more,4,big,high,acc
11000,vhigh,5more,more,small,low,unacc
15600,vhigh,5more,more,small,med,unacc
20400,vhigh,5more,more,small,high,acc
11000,vhigh,5more,more,med,low,unacc
15600,vhigh,5more,more,med,med,acc
20400,vhigh,5more,more,med,high,acc
11000,vhigh,5more,more,big,low,unacc
15800,vhigh,5more,more,big,med,acc
20400,vhigh,5more,more,big,high,acc
11000,high,2,2,small,low,unacc
15800,high,2,2,small,med,unacc
20400,high,2,2,small,high,unacc
11000,high,2,2,med,low,unacc
15800,high,2,2,med,med,unacc
20400,high,2,2,med,high,unacc
11200,high,2,2,big,low,unacc
15800,high,2,2,big,med,unacc
20400,high,2,2,big,high,unacc
11200,high,2,4,small,low,unacc
15800,high,2,4,small,med,unacc
20400,high,2,4,small,high,acc
11200,high,2,4,med,low,unacc
15800,high,2,4,med,med,unacc
20600,high,2,4,med,high,acc
11200,high,2,4,big,low,unacc
15800,high,2,4,big,med,acc
20600,high,2,4,big,high,acc
11200,high,2,more,small,low,unacc
16000,high,2,more,small,med,unacc
20600,high,2,more,small,high,unacc
11200,high,2,more,med,low,unacc
16000,high,2,more,med,med,unacc
20600,high,2,more,med,high,acc
11400,high,2,more,big,low,unacc
16000,high,2,more,big,med,acc
20600,high,2,more,big,high,acc
11400,high,3,2,small,low,unacc
16000,high,3,2,small,med,unacc
20600,high,3,2,small,high,unacc
11400,high,3,2,med,low,unacc
16000,high,3,2,med,med,unacc
20800,high,3,2,med,high,unacc
11400,high,3,2,big,low,unacc
16000,high,3,2,big,med,unacc
20800,high,3,2,big,high,unacc
11400,high,3,4,small,low,unacc
16200,high,3,4,small,med,unacc
20800,high,3,4,small,high,acc
11400,high,3,4,med,low,unacc
16200,high,3,4,med,med,unacc
20800,high,3,4,med,high,acc
11600,high,3,4,big,low,unacc
16200,high,3,4,big,med,acc
20800,high,3,4,big,high,acc
11600,high,3,more,small,low,unacc
16200,high,3,more,small,med,unacc
20800,high,3,more,small,high,acc
11600,high,3,more,med,low,unacc
16200,high,3,more,med,med,acc
21000,high,3,more,med,high,acc
11600,high,3,more,big,low,unacc
16200,high,3,more,big,med,acc
21000,high,3,more,big,high,acc
11600,high,4,2,small,low,unacc
16400,high,4,2,small,med,unacc
21000,high,4,2,small,high,unacc
11600,high,4,2,med,low,unacc
16400,high,4,2,med,med,unacc
21000,high,4,2,med,high,unacc
11800,high,4,2,big,low,unacc
16400,high,4,2,big,med,unacc
21000,high,4,2,big,high,unacc
11800,high,4,4,small,low,unacc
16400,high,4,4,small,med,unacc
21000,high,4,4,small,high,acc
11800,high,4,4,med,low,unacc
16400,high,4,4,med,med,acc
21200,high,4,4,med,high,acc
11800,high,4,4,big,low,unacc
16400,high,4,4,big,med,acc
21200,high,4,4,big,high,acc
11800,high,4,more,small,low,unacc
16600,high,4,more,small,med,unacc
21200,high,4,more,small,high,acc
11800,high,4,more,med,low,unacc
16600,high,4,more,med,med,acc
21200,high,4,more,med,high,acc
12000,high,4,more,big,low,unacc
16600,high,4,more,big,med,acc
21200,high,4,more,big,high,acc
12000,high,5more,2,small,low,unacc
16600,high,5more,2,small,med,unacc
21200,high,5more,2,small,high,unacc
12000,high,5more,2,med,low,unacc
16600,high,5more,2,med,med,unacc
21400,high,5more,2,med,high,unacc
12000,high,5more,2,big,low,unacc
16600,high,5more,2,big,med,unacc
21400,high,5more,2,big,high,unacc
12000,high,5more,4,small,low,unacc
16800,high,5more,4,small,med,unacc
21400,high,5more,4,small,high,acc
12000,high,5more,4,med,low,unacc
16800,high,5more,4,med,med,acc
21400,high,5more,4,med,high,acc
12200,high,5more,4,big,low,unacc
16800,high,5more,4,big,med,acc
21400,high,5more,4,big,high,acc
12200,high,5more,more,small,low,unacc
16800,high,5more,more,small,med,unacc
21400,high,5more,more,small,high,acc
12200,high,5more,more,med,low,unacc
16800,high,5more,more,med,med,acc
21600,high,5more,more,med,high,acc
12200,high,5more,more,big,low,unacc
16800,high,5more,more,big,med,acc
21600,high,5more,more,big,high,acc
12200,med,2,2,small,low,unacc
17000,med,2,2,small,med,unacc
21600,med,2,2,small,high,unacc
12200,med,2,2,med,low,unacc
17000,med,2,2,med,med,unacc
21600,med,2,2,med,high,unacc
12200,med,2,2,big,low,unacc
17000,med,2,2,big,med,unacc
21600,med,2,2,big,high,unacc
12400,med,2,4,small,low,unacc
17000,med,2,4,small,med,acc
21600,med,2,4,small,high,acc
12400,med,2,4,med,low,unacc
17000,med,2,4,med,med,acc
21600,med,2,4,med,high,acc
12400,med,2,4,big,low,unacc
17000,med,2,4,big,med,acc
21800,med,2,4,big,high,vgood
12400,med,2,more,small,low,unacc
17000,med,2,more,small,med,unacc
21800,med,2,more,small,high,unacc
12400,med,2,more,med,low,unacc
17200,med,2,more,med,med,acc
21800,med,2,more,med,high,acc
12400,med,2,more,big,low,unacc
17200,med,2,more,big,med,acc
21800,med,2,more,big,high,vgood
12600,med,3,2,small,low,unacc
17200,med,3,2,small,med,unacc
21800,med,3,2,small,high,unacc
12600,med,3,2,med,low,unacc
17200,med,3,2,med,med,unacc
21800,med,3,2,med,high,unacc
12600,med,3,2,big,low,unacc
17200,med,3,2,big,med,unacc
22000,med,3,2,big,high,unacc
12600,med,3,4,small,low,unacc
17200,med,3,4,small,med,acc
22000,med,3,4,small,high,acc
12600,med,3,4,med,low,unacc
17400,med,3,4,med,med,acc
22000,med,3,4,med,high,acc
12600,med,3,4,big,low,unacc
17400,med,3,4,big,med,acc
22000,med,3,4,big,high,vgood
12800,med,3,more,small,low,unacc
17400,med,3,more,small,med,acc
22000,med,3,more,small,high,acc
12800,med,3,more,med,low,unacc
17400,med,3,more,med,med,acc
22000,med,3,more,med,high,vgood
12800,med,3,more,big,low,unacc
17400,med,3,more,big,med,acc
22200,med,3,more,big,high,vgood
12800,med,4,2,small,low,unacc
17400,med,4,2,small,med,unacc
22200,med,4,2,small,high,unacc
12800,med,4,2,med,low,unacc
17600,med,4,2,med,med,unacc
22200,med,4,2,med,high,unacc
12800,med,4,2,big,low,unacc
17600,med,4,2,big,med,unacc
22200,med,4,2,big,high,unacc
13000,med,4,4,small,low,unacc
17600,med,4,4,small,med,acc
22200,med,4,4,small,high,acc
13000,med,4,4,med,low,unacc
17600,med,4,4,med,med,acc
22200,med,4,4,med,high,vgood
13000,med,4,4,big,low,unacc
17600,med,4,4,big,med,acc
22400,med,4,4,big,high,vgood
13000,med,4,more,small,low,unacc
17600,med,4,more,small,med,acc
22400,med,4,more,small,high,acc
13000,med,4,more,med,low,unacc
17800,med,4,more,med,med,acc
22400,med,4,more,med,high,vgood
13000,med,4,more,big,low,unacc
17800,med,4,more,big,med,acc
22400,med,4,more,big,high,vgood
13200,med,5more,2,small,low,unacc
17800,med,5more,2,small,med,unacc
22400,med,5more,2,small,high,unacc
13200,med,5more,2,med,low,unacc
17800,med,5more,2,med,med,unacc
22400,med,5more,2,med,high,unacc
13200,med,5more,2,big,low,unacc
17800,med,5more,2,big,med,unacc
22600,med,5more,2,big,high,unacc
13200,med,5more,4,small,low,unacc
17800,med,5more,4,small,med,acc
22600,med,5more,4,small,high,acc
13200,med,5more,4,med,low,unacc
18000,med,5more,4,med,med,acc
22600,med,5more,4,med,high,vgood
13200,med,5more,4,big,low,unacc
18000,med,5more,4,big,med,acc
22600,med,5more,4,big,high,vgood
13400,med,5more,more,small,low,unacc
18000,med,5more,more,small,med,acc
22600,med,5more,more,small,high,acc
13400,med,5more,more,med,low,unacc
18000,med,5more,more,med,med,acc
22600,med,5more,more,med,high,vgood
13400,med,5more,more,big,low,unacc
18000,med,5more,more,big,med,acc
22800,med,5more,more,big,high,vgood
13400,low,2,2,small,low,unacc
18000,low,2,2,small,med,unacc
22800,low,2,2,small,high,unacc
13400,low,2,2,med,low,unacc
18000,low,2,2,med,med,unacc
22800,low,2,2,med,high,unacc
13400,low,2,2,big,low,unacc
18200,low,2,2,big,med,unacc
22800,low,2,2,big,high,unacc
13400,low,2,4,small,low,unacc
18200,low,2,4,small,med,acc
22800,low,2,4,small,high,good
13600,low,2,4,med,low,unacc
18200,low,2,4,med,med,acc
22800,low,2,4,med,high,good
13600,low,2,4,big,low,unacc
18200,low,2,4,big,med,good
22800,low,2,4,big,high,vgood
13600,low,2,more,small,low,unacc
18200,low,2,more,small,med,unacc
23000,low,2,more,small,high,unacc
13600,low,2,more,med,low,unacc
18200,low,2,more,med,med,acc
23000,low,2,more,med,high,good
13600,low,2,more,big,low,unacc
18400,low,2,more,big,med,good
23000,low,2,more,big,high,vgood
13600,low,3,2,small,low,unacc
18400,low,3,2,small,med,unacc
23000,low,3,2,small,high,unacc
13800,low,3,2,med,low,unacc
18400,low,3,2,med,med,unacc
23000,low,3,2,med,high,unacc
13800,low,3,2,big,low,unacc
18400,low,3,2,big,med,unacc
23000,low,3,2,big,high,unacc
13800,low,3,4,small,low,unacc
18400,low,3,4,small,med,acc
23200,low,3,4,small,high,good
13800,low,3,4,med,low,unacc
18400,low,3,4,med,med,acc
23200,low,3,4,med,high,good
13800,low,3,4,big,low,unacc
18600,low,3,4,big,med,good
23200,low,3,4,big,high,vgood
13800,low,3,more,small,low,unacc
18600,low,3,more,small,med,acc
23200,low,3,more,small,high,good
14000,low,3,more,med,low,unacc
18600,low,3,more,med,med,good
23200,low,3,more,med,high,vgood
14000,low,3,more,big,low,unacc
18600,low,3,more,big,med,good
23200,low,3,more,big,high,vgood
14000,low,4,2,small,low,unacc
18600,low,4,2,small,med,unacc
23400,low,4,2,small,high,unacc
14000,low,4,2,med,low,unacc
18600,low,4,2,med,med,unacc
23400,low,4,2,med,high,unacc
14000,low,4,2,big,low,unacc
18800,low,4,2,big,med,unacc
23400,low,4,2,big,high,unacc
14000,low,4,4,small,low,unacc
18800,low,4,4,small,med,acc
23400,low,4,4,small,high,good
14200,low,4,4,med,low,unacc
18800,low,4,4,med,med,good
23400,low,4,4,med,high,vgood
14200,low,4,4,big,low,unacc
18800,low,4,4,big,med,good
23400,low,4,4,big,high,vgood
14200,low,4,more,small,low,unacc
18800,low,4,more,small,med,acc
23600,low,4,more,small,high,good
14200,low,4,more,med,low,unacc
18800,low,4,more,med,med,good
23600,low,4,more,med,high,vgood
14200,low,4,more,big,low,unacc
19000,low,4,more,big,med,good
23600,low,4,more,big,high,vgood
14200,low,5more,2,small,low,unacc
19000,low,5more,2,small,med,unacc
23600,low,5more,2,small,high,unacc
14400,low,5more,2,med,low,unacc
19000,low,5more,2,med,med,unacc
23600,low,5more,2,med,high,unacc
14400,low,5more,2,big,low,unacc
19000,low,5more,2,big,med,unacc
23600,low,5more,2,big,high,unacc
14400,low,5more,4,small,low,unacc
19000,low,5more,4,small,med,acc
23800,low,5more,4,small,high,good
14400,low,5more,4,med,low,unacc
19000,low,5more,4,med,med,good
23800,low,5more,4,med,high,vgood
14400,low,5more,4,big,low,unacc
19200,low,5more,4,big,med,good
23800,low,5more,4,big,high,vgood
14400,low,5more,more,small,low,unacc
19200,low,5more,more,small,med,acc
23800,low,5more,more,small,high,good
14600,low,5more,more,med,low,unacc
19200,low,5more,more,med,med,good
23800,low,5more,more,med,high,vgood
14600,low,5more,more,big,low,unacc
19200,low,5more,more,big,med,good
23800,low,5more,more,big,high,vgood
3000,vhigh,2,2,small,low,unacc
5300,vhigh,2,2,small,med,unacc
7600,vhigh,2,2,small,high,unacc
3000,vhigh,2,2,med,low,unacc
5300,vhigh,2,2,med,med,unacc
7600,vhigh,2,2,med,high,unacc
3000,vhigh,2,2,big,low,unacc
5300,vhigh,2,2,big,med,unacc
7600,vhigh,2,2,big,high,unacc
3000,vhigh,2,4,small,low,unacc
5300,vhigh,2,4,small,med,unacc
7700,vhigh,2,4,small,high,acc
3000,vhigh,2,4,med,low,unacc
5300,vhigh,2,4,med,med,unacc
7700,vhigh,2,4,med,high,acc
3000,vhigh,2,4,big,low,unacc
5400,vhigh,2,4,big,med,acc
7700,vhigh,2,4,big,high,acc
3000,vhigh,2,more,small,low,unacc
5400,vhigh,2,more,small,med,unacc
7700,vhigh,2,more,small,high,unacc
3100,vhigh,2,more,med,low,unacc
5400,vhigh,2,more,med,med,unacc
7700,vhigh,2,more,med,high,acc
3100,vhigh,2,more,big,low,unacc
5400,vhigh,2,more,big,med,acc
7700,vhigh,2,more,big,high,acc
3100,vhigh,3,2,small,low,unacc
5400,vhigh,3,2,small,med,unacc
7800,vhigh,3,2,small,high,unacc
3100,vhigh,3,2,med,low,unacc
5400,vhigh,3,2,med,med,unacc
7800,vhigh,3,2,med,high,unacc
3100,vhigh,3,2,big,low,unacc
5500,vhigh,3,2,big,med,unacc
7800,vhigh,3,2,big,high,unacc
3100,vhigh,3,4,small,low,unacc
5500,vhigh,3,4,small,med,unacc
7800,vhigh,3,4,small,high,acc
3200,vhigh,3,4,med,low,unacc
5500,vhigh,3,4,med,med,unacc
7800,vhigh,3,4,med,high,acc
3200,vhigh,3,4,big,low,unacc
5500,vhigh,3,4,big,med,acc
7800,vhigh,3,4,big,high,acc
3200,vhigh,3,more,small,low,unacc
5500,vhigh,3,more,small,med,unacc
7900,vhigh,3,more,small,high,acc
3200,vhigh,3,more,med,low,unacc
5500,vhigh,3,more,med,med,acc
7900,vhigh,3,more,med,high,acc
3200,vhigh,3,more,big,low,unacc
5600,vhigh,3,more,big,med,acc
7900,vhigh,3,more,big,high,acc
3200,vhigh,4,2,small,low,unacc
5600,vhigh,4,2,small,med,unacc
7900,vhigh,4,2,small,high,unacc
3300,vhigh,4,2,med,low,unacc
5600,vhigh,4,2,med,med,unacc
7900,vhigh,4,2,med,high,unacc
3300,vhigh,4,2,big,low,unacc
5600,vhigh,4,2,big,med,unacc
7900,vhigh,4,2,big,high,unacc
3300,vhigh,4,4,small,low,unacc
5600,vhigh,4,4,small,med,unacc
8000,vhigh,4,4,small,high,acc
3300,vhigh,4,4,med,low,unacc
5600,vhigh,4,4,med,med,acc
8000,vhigh,4,4,med,high,acc
3300,vhigh,4,4,big,low,unacc
5700,vhigh,4,4,big,med,acc
8000,vhigh,4,4,big,high,acc
3300,vhigh,4,more,small,low,unacc
5700,vhigh,4,more,small,med,unacc
8000,vhigh,4,more,small,high,acc
3400,vhigh,4,more,med,low,unacc
5700,vhigh,4,more,med,med,acc
8000,vhigh,4,more,med,high,acc
3400,vhigh,4,more,big,low,unacc
5700,vhigh,4,more,big,med,acc
8000,vhigh,4,more,big,high,acc
3400,vhigh,5more,2,small,low,unacc
5700,vhigh,5more,2,small,med,unacc
8100,vhigh,5more,2,small,high,unacc
3400,vhigh,5more,2,med,low,unacc
5700,vhigh,5more,2,med,med,unacc
8100,vhigh,5more,2,med,high,unacc
3400,vhigh,5more,2,big,low,unacc
5800,vhigh,5more,2,big,med,unacc
8100,vhigh,5more,2,big,high,unacc
3400,vhigh,5more,4,small,low,unacc
5800,vhigh,5more,4,small,med,unacc
8100,vhigh,5more,4,small,high,acc
3500,vhigh,5more,4,med,low,unacc
5800,vhigh,5more,4,med,med,acc
8100,vhigh,5more,4,med,high,acc
3500,vhigh,5more,4,big,low,unacc
5800,vhigh,5more,4,big,med,acc
8100,vhigh,5more,4,big,high,acc
3500,vhigh,5more,more,small,low,unacc
5800,vhigh,5more,more,small,med,unacc
8200,vhigh,5more,more,small,high,acc
3500,vhigh,5more,more,med,low,unacc
5800,vhigh,5more,more,med,med,acc
8200,vhigh,5more,more,med,high,acc
3500,vhigh,5more,more,big,low,unacc
5900,vhigh,5more,more,big,med,acc
8200,vhigh,5more,more,big,high,acc
3500,high,2,2,small,low,unacc
5900,high,2,2,small,med,unacc
8200,high,2,2,small,high,unacc
3500,high,2,2,med,low,unacc
5900,high,2,2,med,med,unacc
8200,high,2,2,med,high,unacc
3600,high,2,2,big,low,unacc
5900,high,2,2,big,med,unacc
8200,high,2,2,big,high,unacc
3600,high,2,4,small,low,unacc
5900,high,2,4,small,med,acc
8200,high,2,4,small,high,acc
3600,high,2,4,med,low,unacc
5900,high,2,4,med,med,acc
8300,high,2,4,med,high,acc
3600,high,2,4,big,low,unacc
5900,high,2,4,big,med,acc
8300,high,2,4,big,high,vgood
3600,high,2,more,small,low,unacc
6000,high,2,more,small,med,unacc
8300,high,2,more,small,high,unacc
3600,high,2,more,med,low,unacc
6000,high,2,more,med,med,acc
8300,high,2,more,med,high,acc
3700,high,2,more,big,low,unacc
6000,high,2,more,big,med,acc
8300,high,2,more,big,high,vgood
3700,high,3,2,small,low,unacc
6000,high,3,2,small,med,unacc
8300,high,3,2,small,high,unacc
3700,high,3,2,med,low,unacc
6000,high,3,2,med,med,unacc
8400,high,3,2,med,high,unacc
3700,high,3,2,big,low,unacc
6000,high,3,2,big,med,unacc
8400,high,3,2,big,high,unacc
3700,high,3,4,small,low,unacc
6100,high,3,4,small,med,acc
8400,high,3,4,small,high,acc
3700,high,3,4,med,low,unacc
6100,high,3,4,med,med,acc
8400,high,3,4,med,high,acc
3800,high,3,4,big,low,unacc
6100,high,3,4,big,med,acc
8400,high,3,4,big,high,vgood
3800,high,3,more,small,low,unacc
6100,high,3,more,small,med,acc
8400,high,3,more,small,high,acc
3800,high,3,more,med,low,unacc
6100,high,3,more,med,med,acc
8500,high,3,more,med,high,vgood
3800,high,3,more,big,low,unacc
6100,high,3,more,big,med,acc
8500,high,3,more,big,high,vgood
3800,high,4,2,small,low,unacc
6200,high,4,2,small,med,unacc
8500,high,4,2,small,high,unacc
3800,high,4,2,med,low,unacc
6200,high,4,2,med,med,unacc
8500,high,4,2,med,high,unacc
3900,high,4,2,big,low,unacc
6200,high,4,2,big,med,unacc
8500,high,4,2,big,high,unacc
3900,high,4,4,small,low,unacc
6200,high,4,4,small,med,acc
8500,high,4,4,small,high,acc
3900,high,4,4,med,low,unacc
6200,high,4,4,med,med,acc
8600,high,4,4,med,high,vgood
3900,high,4,4,big,low,unacc
6200,high,4,4,big,med,acc
8600,high,4,4,big,high,vgood
3900,high,4,more,small,low,unacc
6300,high,4,more,small,med,acc
8600,high,4,more,small,high,acc
3900,high,4,more,med,low,unacc
6300,high,4,more,med,med,acc
8600,high,4,more,med,high,vgood
4000,high,4,more,big,low,unacc
6300,high,4,more,big,med,acc
8600,high,4,more,big,high,vgood
4000,high,5more,2,small,low,unacc
6300,high,5more,2,small,med,unacc
8600,high,5more,2,small,high,unacc
4000,high,5more,2,med,low,unacc
6300,high,5more,2,med,med,unacc
8700,high,5more,2,med,high,unacc
4000,high,5more,2,big,low,unacc
6300,high,5more,2,big,med,unacc
8700,high,5more,2,big,high,unacc
4000,high,5more,4,small,low,unacc
6400,high,5more,4,small,med,acc
8700,high,5more,4,small,high,acc
4000,high,5more,4,med,low,unacc
6400,high,5more,4,med,med,acc
8700,high,5more,4,med,high,vgood
4100,high,5more,4,big,low,unacc
6400,high,5more,4,big,med,acc
8700,high,5more,4,big,high,vgood
4100,high,5more,more,small,low,unacc
6400,high,5more,more,small,med,acc
8700,high,5more,more,small,high,acc
4100,high,5more,more,med,low,unacc
6400,high,5more,more,med,med,acc
8800,high,5more,more,med,high,vgood
4100,high,5more,more,big,low,unacc
6400,high,5more,more,big,med,acc
8800,high,5more,more,big,high,vgood
4100,med,2,2,small,low,unacc
6500,med,2,2,small,med,unacc
8800,med,2,2,small,high,unacc
4100,med,2,2,med,low,unacc
6500,med,2,2,med,med,unacc
8800,med,2,2,med,high,unacc
4100,med,2,2,big,low,unacc
6500,med,2,2,big,med,unacc
8800,med,2,2,big,high,unacc
4200,med,2,4,small,low,unacc
6500,med,2,4,small,med,acc
8800,med,2,4,small,high,good
4200,med,2,4,med,low,unacc
6500,med,2,4,med,med,acc
8800,med,2,4,med,high,good
4200,med,2,4,big,low,unacc
6500,med,2,4,big,med,good
8900,med,2,4,big,high,vgood
4200,med,2,more,small,low,unacc
6500,med,2,more,small,med,unacc
8900,med,2,more,small,high,unacc
4200,med,2,more,med,low,unacc
6600,med,2,more,med,med,acc
8900,med,2,more,med,high,good
4200,med,2,more,big,low,unacc
6600,med,2,more,big,med,good
8900,med,2,more,big,high,vgood
4300,med,3,2,small,low,unacc
6600,med,3,2,small,med,unacc
8900,med,3,2,small,high,unacc
4300,med,3,2,med,low,unacc
6600,med,3,2,med,med,unacc
8900,med,3,2,med,high,unacc
4300,med,3,2,big,low,unacc
6600,med,3,2,big,med,unacc
9000,med,3,2,big,high,unacc
4300,med,3,4,small,low,unacc
6600,med,3,4,small,med,acc
9000,med,3,4,small,high,good
4300,med,3,4,med,low,unacc
6700,med,3,4,med,med,acc
9000,med,3,4,med,high,good
4300,med,3,4,big,low,unacc
6700,med,3,4,big,med,good
9000,med,3,4,big,high,vgood
4400,med,3,more,small,low,unacc
6700,med,3,more,small,med,acc
9000,med,3,more,small,high,good
4400,med,3,more,med,low,unacc
6700,med,3,more,med,med,good
9000,med,3,more,med,high,vgood
4400,med,3,more,big,low,unacc
6700,med,3,more,big,med,good
9100,med,3,more,big,high,vgood
4400,med,4,2,small,low,unacc
